plantId,commonName,botanicalName,category,poolScore,poolLevel,slopeScore,slopeLevel,flowerBedScore,hedgeScore,grassScore,messiness,evergreenPresence,beeDraw,petKidCaution,colorType,welGardens,allStar,notes
1094,Apricot 'Blenheim',Prunus armeniaca 'Blenheim',TREES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium,normal,flower color,,,
1095,Apricot,"Huserik Bros. Nursery, Inc.",TREES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium,normal,flower color,,,
1096,Apricot,Dave Wilson Nursery®,TREES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium,normal,foliage color,,,
1097,Apricot 'Katy',Dave Wilson Nursery®,TREES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium,normal,flower color,,,
1098,Apricot 'Moorpark',Dave Wilson Nursery®,TREES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium,normal,flower color,,,
1099,"Apricot 'Pixie-Cot', Dwarf",Dave Wilson Nursery®,TREES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium,normal,flower color,,,
1100,Apricot,Dave Wilson Nursery®,TREES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium,normal,flower color,,,
1101,Apricot 'Royal Rosa',Dave Wilson Nursery®,TREES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium,normal,flower color,,,
1102,Apricot,Dave Wilson Nursery®,TREES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium,normal,flower color,,,
1103,Arbutus,,TREES,0,poor,10,poor,20,20,20,high,evergreen/everpresent,medium,normal,flower color,,,
1104,Arbutus,,TREES,44,accent,10,poor,20,20,20,medium,evergreen/everpresent,medium,normal,flower color,,,
1105,Asian Pear,"Huserik Bros. Nursery, Inc.",TREES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium,normal,flower color,,,
1106,Asian Pear,"Huserik Bros. Nursery, Inc.",TREES,0,poor,0,poor,20,20,20,high,seasonal/deciduous,medium,normal,flower color,,,
1107,Avocado 'Bacon',,TREES,0,poor,0,poor,20,20,20,high,evergreen/everpresent,medium,normal,flower color,,,
1108,Avocado 'Hass',,TREES,0,poor,0,poor,20,20,20,high,evergreen/everpresent,medium,normal,flower color,,,
1109,Avocado 'Little Cado',Avocado 'Little Cado',TREES,0,poor,0,poor,20,20,20,high,evergreen/everpresent,medium,normal,flower color,,,
1110,Avocado 'Zutano',,TREES,0,poor,0,poor,20,20,20,high,evergreen/everpresent,medium,normal,flower color,,,
1111,Bay Laurel Standard Trunk,Laurus nobilis,TREES,62,usable,10,poor,20,20,20,low,evergreen/everpresent,medium,normal,flower color,,,
1112,Fig 'Black Jack' | Monrovia,Fig 'Black Jack',TREES,0,poor,0,poor,20,20,20,high,semi-evergreen/uncertain,low,normal,foliage color,,,
1113,Blue Spruce 'Baby Blue',Picea pungens 'Baby Blue',TREES,98,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,
1114,Blue Spruce,Picea pungens 'Fat Albert',TREES,98,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,
1115,Blue Spruce,Picea pungens 'Fat Albert',TREES,98,excellent,0,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,
1116,Bronze Loquat Multi-Trunk,Eriobotrya deflexa,TREES,15,poor,0,poor,20,20,20,high,evergreen/everpresent,medium,normal,foliage color,,,
1117,Bronze Loquat Standard Trunk,Eriobotrya deflexa,TREES,15,poor,0,poor,20,20,20,high,evergreen/everpresent,medium,normal,foliage color,,,
1118,California Pepper Tree Standard Trunk,Schinus molle,TREES,25,poor,0,poor,20,20,20,medium,evergreen/everpresent,medium,normal,flower color,,,
1119,Camphor Tree,Cinnamomum camphora,TREES,62,usable,0,poor,20,20,20,low,evergreen/everpresent,medium,normal,flower color,,,
