Plant_ID,Product_Name,Botanical_Name,Green_Acres_URL,Warnings,Price_Display,Height_ft,Width_ft,Light,Water
1228,Ginkgo,Ginkgo biloba 'Autumn Gold',https://idiggreenacres.com/products/ginkgo-autumn-gold?variant=13927714979892,,$1.35-$88.00,45-50,30-35,Full Sun,Moderate
1229,Incense Cedar,Calocedrus decurrens,https://idiggreenacres.com/products/incense-cedar?variant=14668185075764,,$1.25,10-15,10-15,Full Sun,Moderate
1230,Italian Cypress,Cupressus sempervirens,https://idiggreenacres.com/products/italian-cypress?variant=14670984675380,,$1.05-$45.00,60-60,5-10,Full Sun,Moderate
1231,Blue Italian Cypress,Cupressus sempervirens 'Glauca',https://idiggreenacres.com/products/italiancypressglauca?variant=9881486884916,,$1.05-$45.00,60-80,4-6,Full Sun,Moderate
1232,Bonsai Blue Jacaranda | Monrovia,Jacaranda mimosifolia 'Bonsai Blue',https://idiggreenacres.com/products/jacaranda-bonsai-blue-monrovia?variant=14570316070964,,$1.10,6-10,5-8,Full Sun,Moderate
1233,Shogun&#8482; Series Japanese Blueberry Standard Trunk | Monrovia,Elaeocarpus decipiens,https://idiggreenacres.com/products/japanese-blueberry-standard-trunk-monrovia?variant=14678775038004,,$1.85,30-60,20-30,Full Sun,Moderate
1234,Japanese Laceleaf Maple,Acer palmatum dissectum 'Baldsmith',https://idiggreenacres.com/products/japanese-laceleaf-maple-baldsmith?variant=43286395388073,,$1.80,5-6,6-8,Full Shade; Morning Sun,Moderate
1235,Japanese Laceleaf Maple,Acer palmatum dissectum 'Garnet',https://idiggreenacres.com/products/japanese-laceleaf-maple-garnet?variant=14906728218676,,$182.50,9-12,9-10,Full Shade; Morning Sun,Moderate
1236,Japanese Laceleaf Maple 'Orangeola',Acer palmatum dissectum 'Orangeola',https://idiggreenacres.com/products/japanese-laceleaf-maple-orangeola?variant=39517525475497,missing_water,$30.00-$89.50,12-15,4-6,Full Shade; Morning Sun,
1237,Japanese Laceleaf Maple 'Tamukeyama',Acer palmatum dissectum 'Tamukeyama',https://idiggreenacres.com/products/japanese-laceleaf-maple-tamukeyama?variant=39576457052329,,$1.45-$89.50,6-10,10-12,Full Shade; Morning Sun,Moderate
1238,Japanese Maple Multi-Trunk,Acer palmatum,https://idiggreenacres.com/products/japanese-maple?variant=14654095884340,,$1.65-$3.75,10-20,10-25,Full Sun; Morning Sun,Moderate
1239,Japanese Maple 'Bihou',Acer palmatum 'Bihou',https://idiggreenacres.com/products/japanese-maple-bihou?variant=32915897090071,,$30.00,12-20,8-10,Morning Sun,Moderate
1240,Japanese Laceleaf Maple 'Crimson Queen',Acer palmatum dissectum 'Crimson Queen',https://idiggreenacres.com/products/japanese-maple-crimson-queen?variant=14653464707124,,$1.08-$56.00,6-10,6-10,Full Shade; Morning Sun,Moderate
1241,Japanese Maple 'Emperor One',Acer palmatum 'Emperor One',https://idiggreenacres.com/products/japanese-maple-emperor-one?variant=45843204178089,,$2.15-$89.50,15-25,15-25,Morning Sun,Moderate
1242,Japanese Maple 'Fireglow',Acer palmatum 'Fireglow',https://idiggreenacres.com/products/japanese-maple-fireglow?variant=39499784421545,,$1.00-$89.50,6-10,6-10,Morning Sun,Moderate
1243,Japanese Maple 'Inaba Shidare',Acer palmatum dissectum 'Inaba Shidare',https://idiggreenacres.com/products/japanese-maple-inaba-shidare?variant=39517450961065,,$30.00-$89.50,20-20,15-15,Morning Sun,Moderate
1244,Japanese Maple 'Mikawa Yatsubusa',Acer palmatum 'Mikawa Yatsubusa',https://idiggreenacres.com/products/japanese-maple-mikawa-yatsubusa?variant=32915922157591,,$30.00,6-8,4-8,Full Sun; Morning Sun,Moderate
1245,Japanese Laceleaf Maple 'Red Dragon',Acer palmatum dissectum 'Red Dragon',https://idiggreenacres.com/products/japanese-maple-red-dragon?variant=32915870515223,,$1.45-$89.50,3-8,4-6,Full Shade; Morning Sun,Moderate
1246,Japanese Maple 'Seiryu',Acer palmatum 'Seiryu',https://idiggreenacres.com/products/japanese-maple-seiryu?variant=14654353997876,,$2.15-$89.50,10-12,10-12,Full Sun; Morning Sun,Moderate
1247,Japanese Maple 'Sharp's Pygmy',Acer palmatum 'Sharp's Pygmy',https://idiggreenacres.com/products/japanese-maple-sharps-pygmy?variant=39518082728105,,$30.00-$89.50,2-4,2-4,Morning Sun,Moderate
1248,Japanese Maple Standard Trunk,Acer palmatum,https://idiggreenacres.com/products/japanese-maple-standard-trunk?variant=14654299766836,,$1.65-$3.75,10-20,10-25,Full Sun; Morning Sun,Moderate
1249,Japanese Laceleaf Maple,Acer palmatum dissectum 'Viridis',https://idiggreenacres.com/products/japanese-maple-viridis?variant=14749634101300,,$1.80-$30.00,8-10,10-10,Full Shade; Full Sun; Morning Sun,Moderate
1250,Japanese Maple 'Bloodgood',Acer palmatum 'Bloodgood',https://idiggreenacres.com/products/japanesemaplebloodgood?variant=38757419352233,,$1.08-$60.00,15-20,15-15,Filtered Sun; Full Sun,Moderate
1251,Jujube 'GA 866',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/jujube-ga-866?variant=39534224474281,,$79.50,15-25,15-25,Full Sun,Low; Moderate
1252,Jujube,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/jujube-ga-866-bareroot?variant=44713346367657,,$67.50,15-25,15-25,Full Sun,Low; Moderate
1253,Jujube 'Li',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/jujube-li?variant=39534247674025,,$79.50,15-25,15-25,Full Sun,Low; Moderate
1254,Jujube,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/jujube-li-bareroot?variant=44713347350697,,$67.50,15-25,15-25,Full Sun,Low; Moderate
1255,Jujube,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/jujube-sugar-cane-bareroot?variant=13818055721012,,$67.50,15-25,15-25,Full Sun,Low; Moderate
1256,Kousa Dogwood,Cornus kousa chinensis 'Satomi',https://idiggreenacres.com/products/kousa-dogwood-satomi?variant=14670383022132,,$2.00,12-15,12-15,Morning Sun,Moderate
1257,"Lemon 'Eureka', Standard",,https://idiggreenacres.com/products/lemon-eureka-standard?variant=40897886683305,,$49.50,20-25,20-25,Full Sun,Moderate
1258,"Lemon 'Improved Meyer' Espalier, Semi-Dwarf",Lemon 'Improved Meyer' Semi-Dwarf,https://idiggreenacres.com/products/lemon-improved-meyer-espalier-semi-dwarf?variant=42023788347561,,$1.95,6-10,6-10,Full Sun,Moderate
1259,Little Ragu&#174; Sweet Bay,"Laurus nobilis 'MonRik' PP #25,915",https://idiggreenacres.com/products/little-ragu-174-sweet-bay?variant=43015725482153,,$47.50,8-8,8-8,Full Sun; Morning Sun,Low
1260,Locust,Robinia x ambigua 'Purple Robe',https://idiggreenacres.com/products/locust-purple-robe?variant=14708802879540,,$1.10,30-40,20-30,Full Sun,Low
1261,London Plane Tree,Platanus acerifolia 'Columbia',https://idiggreenacres.com/products/london-plane-tree-columbia?variant=14700191678516,,$99.50,40-80,30-40,Full Sun,Moderate
1262,Magnolia 'Ann',Magnolia x 'Ann',https://idiggreenacres.com/products/magnolia-ann?variant=43713945141417,,$1.12-$65.00,8-15,8-12,Full Sun,Moderate
1263,Magnolia,Magnolia grandiflora 'D.D. Blanchard',https://idiggreenacres.com/products/magnolia-d-d-blanchard?variant=14680646647860,,$1.25-$3.60,50-50,25-35,Full Sun,Moderate
1264,Magnolia,Magnolia grandiflora 'Edith Bogue',https://idiggreenacres.com/products/magnolia-edith-bogue?variant=14680677285940,,$1.25,30-35,15-20,Full Sun,Moderate
1265,Magnolia 'Jane',Magnolia grandiflora 'Jane',https://idiggreenacres.com/products/magnolia-jane?variant=43219070353577,,$1.12-$65.00,10-15,8-10,Full Sun,Moderate
1266,Magnolia,Magnolia grandiflora 'Little Gem' Low Branch,https://idiggreenacres.com/products/magnolia-little-gem-low-branch?variant=13968439115828,,$1.25-$1.40,20-25,10-15,Full Sun,Moderate
1267,Magnolia,Magnolia grandiflora 'Little Gem',https://idiggreenacres.com/products/magnolia-little-gem-standard-trunk?variant=14680866816052,,$1.25-$3.60,20-25,10-15,Full Sun,Moderate
1268,"Mandarin 'Clementine', Standard",,https://idiggreenacres.com/products/mandarin-clementine-standard?variant=40898140242089,,$49.50,10-12,15-15,Full Sun,Moderate
1269,Mediterranean Fan Palm,Chamaerops humilis,https://idiggreenacres.com/products/mediterranean-fan-palm?variant=31399999897623,,$2.65-$60.00,20-20,20-20,Full Sun or Morning Sun/Afternoon Shade,Low
1270,"Mulberry Assorted 4"" Sleeve",Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/mulberry-assorted-4-sleeve?variant=43417597214889,,$27.50,20-60,20-60,Full Sun,Moderate
1271,Nectaplum,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/nectaplum-spice-zee-bareroot?variant=13820158935092,,$47.50,8-14,14-14,Full Sun,Moderate
1272,Nectarine,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/nectarine-arctic-babe-miniature-bareroot?variant=44713347842217,,$52.50,5-6,5-6,Full Sun,Moderate
1273,Nectarine,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/nectarine-arctic-jay-white-bareroot?variant=13818073415732,,$45.00,8-14,8-14,Full Sun,Moderate
1274,"Nectarine 'Arctic Sprite', Miniature",Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/nectarine-arctic-sprite-miniature?variant=44846531018921,,$58.50,5-6,5-6,Full Sun,Moderate
1275,Nectarine,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/nectarine-arctic-star-bareroot?variant=44713348825257,,$45.00,8-14,8-14,Full Sun,Moderate
1276,Nectarine 'Arctic Star',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/nectarine-arctic-star-white?variant=39534950777001,,$52.50,8-14,8-14,Full Sun,Moderate
1277,Nectarine 'Double Delight',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/nectarine-double-delight?variant=39534962835625,,$52.50,8-14,8-14,Full Sun,Moderate
1278,Nectarine,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/nectarine-double-delight-bareroot?variant=44713349447849,,$45.00,8-14,8-14,Full Sun,Moderate
1279,Nectarine 'Fantasia',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/nectarine-fantasia?variant=42350306099369,,$52.50,8-14,8-14,Full Sun,Moderate
1280,Nectarine,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/nectarine-fantasia-bareroot?variant=44713359147177,,$45.00,8-14,8-14,Full Sun,Moderate
1281,Nectarine,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/nectarine-garden-delight-miniature-bareroot?variant=44713359999145,,$52.50,5-6,5-6,Full Sun,Moderate
1282,Nectarine 'Heavenly White',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/nectarine-heavenly-white?variant=39534999732393,,$52.50,8-14,8-14,Full Sun,Moderate
1283,Nectarine,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/nectarine-heavenly-white-bareroot?variant=44713360490665,,$45.00,8-14,8-14,Full Sun,Moderate
1284,Nectarine 'Liz's Late',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/nectarine-lizs-late?variant=39535009136809,,$52.50,8-14,8-14,Full Sun,Moderate
1285,Nectarine,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/nectarine-lizs-late-bareroot?variant=44713360752809,,$45.00,8-14,8-14,Full Sun,Moderate
1286,"Nectarine 'Arctic Babe', Miniature",Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/nectarine-miniature-arctic-babe?variant=39535288582313,,$58.50,5-6,5-6,Full Sun,Moderate
1287,"Nectarine 'Garden Delight', Miniature",Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/nectarine-miniature-garden-delight?variant=39535297396905,,$58.50,5-6,5-6,Full Sun,Moderate
1288,"Nectarine 'Necta Zee', Miniature",Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/nectarine-miniature-necta-zee?variant=39535322071209,,$58.50,5-6,5-6,Full Sun,Moderate
1289,Nectarine,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/nectarine-necta-zee-miniature-bareroot?variant=44713361014953,,$52.50,5-6,5-6,Full Sun,Moderate
1290,Nectarine 'Snow Queen',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/nectarine-snow-queen?variant=39535013462185,,$52.50,8-14,8-14,Full Sun,Moderate
1291,Nectarine,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/nectarine-snow-queen-bareroot?variant=44713361572009,,$45.00,8-14,8-14,Full Sun,Moderate
1292,"Nectarine 'Sol Dorado', Miniature",Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/nectarine-sol-dorado-miniature?variant=44846532001961,,$58.50,5-6,5-6,Full Sun,Moderate
1293,Oklahoma Redbud,Cercis reniformis texensis 'Oklahoma' Std,https://idiggreenacres.com/products/oklahoma-redbud?variant=13927458209844,,$1.35-$3.95,15-25,15-25,Full Sun,Low
1294,Palo Verde,Cercidium 'Desert Museum',https://idiggreenacres.com/products/palo-verde-desert-museum-multitrunk?variant=43045523652777,,$1.35,20-25,20-25,Full Sun,Low
1295,Palo Verde,Cercidium 'Desert Museum',https://idiggreenacres.com/products/palo-verde-desert-museum-standard-trunk?variant=14668788924468,,$1.35,20-25,20-25,Full Sun,Low
1296,Peach and Nectarine Multi-Graft Combo #2 Bareroot,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-and-nectarine-multi-graft-combo-2-bareroot?variant=44713372418217,,$87.50,15-25,25-25,Full Sun,Moderate
1297,Peach 'Arctic Supreme',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-arctic-supreme?variant=39535376269481,,$52.50,8-14,8-14,Full Sun,Moderate
1298,Peach,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-arctic-supreme-bareroot?variant=44713363833001,,$45.00,8-14,8-14,Full Sun,Moderate
1299,Peach 'Babcock',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-babcock?variant=39535382888617,,$52.50,8-14,8-14,Full Sun,Moderate
1300,Peach,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/peach-babcock-bareroot?variant=44713364029609,,$45.00,8-14,8-14,Full Sun,Moderate
1301,Peach 'Donut Stark Saturn',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-donut-stark-saturn?variant=39535388229801,,$52.50,8-14,8-14,Full Sun,Moderate
1302,Peach,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/peach-donut-stark-saturn-bareroot?variant=44713364324521,,$45.00,8-14,8-14,Full Sun,Moderate
1303,Peach 'Elberta',Prunus persica 'Elberta',https://idiggreenacres.com/products/peach-elberta?variant=46980426465449,,$52.50,8-14,8-14,Full Sun,Moderate
1304,Peach,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/peach-elberta-bareroot?variant=44713364521129,,$45.00,8-14,8-14,Full Sun,Moderate
1305,Peach 'Eva's Pride',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-evas-pride?variant=42350307639465,,$52.50,8-14,8-14,Full Sun,Moderate
1306,Peach,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-evas-pride-bareroot?variant=44713364783273,,$45.00,8-14,8-14,Full Sun,Moderate
1307,Peach 'Fay (Late) Elberta',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-fay-late-elberta?variant=42350310195369,,$52.50,8-14,8-14,Full Sun,Moderate
1308,Peach 'Frost',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-frost?variant=42350310883497,,$52.50,8-14,8-14,Full Sun,Moderate
1309,Peach,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/peach-frost-bareroot?variant=44713365995689,,$45.00,8-14,8-14,Full Sun,Moderate
1310,Peach,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-gold-dust-bareroot?variant=13820602122292,,$45.00,8-14,8-14,Full Sun,Moderate
1311,Peach,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-honey-babe-miniature-bareroot?variant=44713366388905,,$52.50,5-6,5-6,Full Sun,Moderate
1312,Peach,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-july-elberta-bareroot?variant=44713366814889,,$45.00,8-14,8-14,Full Sun,Moderate
1313,Peach,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-may-pride-bareroot?variant=44713367044265,,$45.00,8-14,8-14,Full Sun,Moderate
1314,Peach,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-miniature-garden-gold-bareroot?variant=13820758229044,,$52.50,5-6,5-6,Full Sun,Moderate
1315,"Peach 'Honey Babe', Miniature",Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-miniature-honey-babe?variant=39539878822057,,$58.50,5-6,5-6,Full Sun,Moderate
1316,Peach Multi-Graft Combo Bareroot,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-multi-graft-combo-bareroot?variant=13852168585268,,$87.50,15-25,25-25,Full Sun,Moderate
1317,Peach 'O'Henry',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-ohenry?variant=39539835469993,,$52.50,8-14,8-14,Full Sun,Moderate
1318,Peach,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/peach-ohenry-bareroot?variant=44713367240873,,$45.00,8-14,8-14,Full Sun,Moderate
1319,Peach 'Red Baron',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-red-baron?variant=39539844382889,,$52.50,8-14,8-14,Full Sun,Moderate
1320,Peach 'Redhaven',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-redhaven?variant=42350311506089,,$52.50,8-14,8-14,Full Sun,Moderate
1321,Peach,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/peach-redhaven-bareroot?variant=44713368584361,,$45.00,8-14,8-14,Full Sun,Moderate
1322,"Peach 'Snow Babe', Miniature",Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-snow-babe-miniature?variant=43124348649641,,$58.50,8-14,8-14,Full Sun,Moderate
1323,Peach,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-snow-babe-miniature-bareroot?variant=44713368846505,,$52.50,8-14,8-14,Full Sun,Moderate
1324,Peach 'Snow Beauty',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-snow-beauty?variant=39539854540969,,$52.50,8-14,8-14,Full Sun,Moderate
1325,Peach,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-snow-beauty-bareroot?variant=44713369141417,,$45.00,8-14,8-14,Full Sun,Moderate
1326,Peach 'Strawberry Free',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-strawberry-free?variant=39539861586089,,$52.50,8-14,8-14,Full Sun,Moderate
1327,Peach,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/peach-strawberry-free-bareroot?variant=44713369567401,,$45.00,8-14,8-14,Full Sun,Moderate
1328,Asian Pear '20th Century',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/pear-asian-20th-century?variant=39540123992233,,$52.50,12-18,12-18,Full Sun,Moderate
1329,Asian Pear 'Hosui',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/pear-asian-hosui?variant=39540155809961,,$52.50,12-18,12-18,Full Sun,Moderate
1330,Asian Pear,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/pear-asian-shinko-bareroot?variant=13823134695476,,$45.00,12-18,12-18,Full Sun,Moderate
1331,Asian Pear 'Shinseiki',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/pear-asian-shinseiki?variant=39540165968041,,$52.50,12-18,12-18,Full Sun,Moderate
1332,Pear 'Bartlett',Pyrus communis 'Bartlett',https://idiggreenacres.com/products/pear-bartlett?variant=46980403462313,,$52.50,12-18,12-18,Full Sun,Moderate
1333,Pear,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/pear-bartlett-bareroot?variant=44713382314153,,$45.00,12-18,12-18,Full Sun,Moderate
1334,Pear,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/pear-danjou-bareroot?variant=13822990975028,,$45.00,12-18,12-18,Full Sun,Moderate
1335,Pear Multi-Graft Combo #2 Bareroot,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/pear-multi-graft-combo-2-bareroot?variant=31717751128087,missing_width,$87.50,12-18,,Full Sun,Moderate
1336,Pear 'Warren',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/pear-warren?variant=39540058980521,,$52.50,12-18,12-18,Full Sun,Moderate
